gene_human,gene,M_1_R1,M_1_R2,M_1_R3,M_2_R1,M_2_R2,M_2_R3,M_3_R1,M_3_R2,M_3_R3,H_1_R1,H_1_R2,H_1_R3,H_2_R1,H_2_R2,H_2_R3,H_3_R1,H_3_R2,H_3_R3,Gene description,Gene stable ID,Human gene stable ID,Protein stable ID,Protein.Group,Protein.Ids,Protein.Names,Protein.Group,Protein.Ids,Protein.Names
AKR1E2,AKR1E2,99863.15966,84610.93235,85554.02122,92613.68867,85477.13241,92999.66621,60044.52169,60714.6512,54300.70331,102850.8315,180821.5157,103383.1902,128488.0564,110941.9628,119985.8536,104976.441,196462.6667,171179.7342,"aldo-keto reductase family 1, member E1 [Source:MGI Symbol;Acc:MGI:1914758]",ENSMUSG00000045410,ENSG00000165568,ENSMUSP00000089459,Q96JD6,Q96JD6;G3V1C1,AKCL2_HUMAN,Q9DCT1,Q9DCT1;Q8CEB6,AKCL2_MOUSE
PCID2,Pcid2,88335.51677,76398.85853,79142.65783,92660.67581,94349.13693,99631.21008,40174.87705,39362.18578,37625.565,47837.81953,49303.97159,48945.90158,69110.20073,62291.22796,64994.43937,58395.0706,58344.53492,58769.70607,PCI domain containing 2 [Source:MGI Symbol;Acc:MGI:2443003],ENSMUSG00000038542,ENSG00000126226,ENSMUSP00000128207,Q5JVF3,Q5JVF3,PCID2_HUMAN,Q8BFV2,Q8BFV2,PCID2_MOUSE
ASPH,Asph,73406.061,81142.59987,80397.52019,92710.51704,89368.66491,92757.32855,59290.20319,61167.23597,59788.7826,41508.46955,43521.2791,42467.05214,50270.92664,45958.36304,47902.96965,42095.91422,46803.3301,46639.99406,aspartate-beta-hydroxylase [Source:MGI Symbol;Acc:MGI:1914186],ENSMUSG00000028207,ENSG00000198363,,Q12797,Q12797,ASPH_HUMAN,Q8BSY0,Q8BSY0;Q8CBM2;A2AL85,ASPH_MOUSE
ATP1B1,Atp1b1,83012.04702,81596.47071,81473.14351,92816.68478,89707.89958,100659.0981,58889.60929,60215.06737,63773.64027,377446.9476,398108.4221,362492.3423,462444.0547,446100.4873,461709.9903,426108.6212,438578.7905,435217.0213,"ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:MGI Symbol;Acc:MGI:88108]",ENSMUSG00000026576,ENSG00000143153,ENSMUSP00000027863,P05026,P05026,AT1B1_HUMAN,P14094,P14094,AT1B1_MOUSE
EZR,Ezr,81845.05652,83394.18016,85468.33852,92979.3345,90775.32073,99045.46622,71222.93024,66311.28992,61628.68485,199613.4429,206367.9377,196574.1061,229953.249,235101.0018,222753.6122,219708.2808,207590.079,231184.4157,ezrin [Source:MGI Symbol;Acc:MGI:98931],ENSMUSG00000052397,ENSG00000092820,ENSMUSP00000063734,P15311,P15311;E7EQR4,EZRI_HUMAN,P26040,P26040,EZRI_MOUSE
ACAT1,Acat1,79679.2828,81415.27411,83304.50627,93016.90747,91475.85078,93428.72652,66386.07119,67787.13715,62879.10958,240768.7667,254927,241635.8195,280581.2875,286766.9369,279498.1424,265821.847,266121.3975,270374.8504,acetyl-Coenzyme A acetyltransferase 1 [Source:MGI Symbol;Acc:MGI:87870],ENSMUSG00000032047,ENSG00000075239,ENSMUSP00000034547,P24752,P24752;A0A5F9ZHJ0;A0A5F9ZI66;A0A5F9ZHD4,THIL_HUMAN,Q8QZT1,Q8QZT1,THIL_MOUSE
MRPL49,Mrpl49,108624.4155,93234.43723,94808.00279,93119.31049,105612.523,108523.0531,70328.40842,78721.46558,65959.16958,134458.7252,141570.1632,133344.5939,167123.4899,157229.2798,154077.91,152433.324,161648.3362,153732.8479,mitochondrial ribosomal protein L49 [Source:MGI Symbol;Acc:MGI:108180],ENSMUSG00000007338,ENSG00000149792,ENSMUSP00000007482,Q13405,Q13405;H0YDP7,RM49_HUMAN,Q9CQ40,Q9CQ40,RM49_MOUSE
SNX6,Snx6,96646.95964,87579.37218,85583.7848,93453.3091,88105.68227,98122.42577,61170.52223,61579.65316,59232.1106,98355.30113,100121.9178,97124.05891,115529.9381,111576.9438,111917.874,106867.6282,112782.7006,106188.1606,sorting nexin 6 [Source:MGI Symbol;Acc:MGI:1919433],ENSMUSG00000005656,ENSG00000129515,ENSMUSP00000005798,Q9UNH7,Q9UNH7;G3V5X9;A0A0A0MRI2,SNX6_HUMAN,Q6P8X1,Q6P8X1;A0A1W2P701,SNX6_MOUSE
HSD17B4,Hsd17b4,86765.36318,84043.10487,82850.2774,93535.40429,93520.76393,90961.0419,62880.12358,61777.50279,61256.30062,161303.7408,166666.0864,159064.1717,185446.1708,185029.9857,180209.0107,172662.4965,172942.249,179567.2462,hydroxysteroid (17-beta) dehydrogenase 4 [Source:MGI Symbol;Acc:MGI:105089],ENSMUSG00000024507,ENSG00000133835,ENSMUSP00000025385,P51659,P51659;A0A2R8YDT8;A0A2R8YF45;A0A2R8YD50;E7ER27;A0A2R8YEG2,DHB4_HUMAN,P51660,P51660,DHB4_MOUSE
LANCL1,Lancl1,90106.75805,83868.428,78791.09264,93678.66977,87237.55294,91945.84214,46157.97459,53082.86421,45575.43617,54690.77988,60555.43646,58797.88603,65593.0751,62467.8899,64693.30451,65441.62345,66258.88063,65126.16628,LanC (bacterial lantibiotic synthetase component C)-like 1 [Source:MGI Symbol;Acc:MGI:1336997],ENSMUSG00000026000,ENSG00000115365,ENSMUSP00000027149,O43813,O43813;E9PHS0;F8WDS9,LANC1_HUMAN,O89112,O89112;B2KGR2,LANC1_MOUSE
SCP2,Scp2,79259.11918,76750.97422,77659.55403,93712.71681,89510.86263,86645.77663,60862.89867,64280.63329,56619.77941,90068.71468,99134.59947,89740.39996,102471.5064,102577.1895,100180.4708,97104.12312,98995.98787,108949.824,"sterol carrier protein 2, liver [Source:MGI Symbol;Acc:MGI:98254]",ENSMUSG00000028603,ENSG00000116171,ENSMUSP00000030340,P22307,P22307;E9PLD1,NLTP_HUMAN,P32020,P32020,NLTP_MOUSE
BNIP1,Bnip1,80622.48479,83035.81597,80070.88385,93769.39568,86759.70217,94981.78862,68218.7398,63868.08604,59047.54295,63817.08787,68489.89909,64288.49526,68201.55177,65647.82328,64295.19168,60150.01765,83188.26555,68442.261,BCL2/adenovirus E1B interacting protein 1 [Source:MGI Symbol;Acc:MGI:109328],ENSMUSG00000024191,ENSG00000113734,ENSMUSP00000015725,Q12981,Q12981,SEC20_HUMAN,Q6QD59,Q6QD59;B8JJI4,SEC20_MOUSE
BROX,Brox,134553.2845,90202.85876,95663.92062,93792.02153,87000.76563,104028.3388,62639.16578,53096.41197,56477.66913,109069.7157,103086.9207,115735.61,150400.1101,127766.4325,141723.9242,138017.5231,137755.1303,116204.0701,BRO1 domain and CAAX motif containing [Source:MGI Symbol;Acc:MGI:1918928],ENSMUSG00000046836,ENSG00000162819,ENSMUSP00000061345,Q5VW32,Q5VW32;F5GXQ0;Q5VW33,BROX_HUMAN,Q8K2Q7,Q8K2Q7;A0A0A6YWK4,BROX_MOUSE
ATAD3A,Atad3,73551.79576,82949.11589,80027.5234,93884.51793,96700.54624,92547.46314,65371.15586,64771.70266,63669.09144,45891.11254,54988.8543,47874.42414,53433.12177,51672.65572,53429.06935,53225.04543,49016.22486,60096.95085,"ATPase family, AAA domain containing 3A [Source:MGI Symbol;Acc:MGI:1919214]",ENSMUSG00000029036,ENSG00000197785,ENSMUSP00000030903,Q9NVI7,Q9NVI7,ATD3A_HUMAN,Q925I1,Q925I1;V9GWS5;H3BKI6,ATAD3_MOUSE
POLR2F,Polr2f,120687.9707,95410.74369,86005.92709,93924.78778,83586.89872,90380.58821,53895.93962,62283.46388,59037.78235,54531.39363,48567.08226,49485.45037,42946.0186,74962.31341,57648.33867,46122.91112,41842.77148,54781.1138,polymerase (RNA) II (DNA directed) polypeptide F [Source:MGI Symbol;Acc:MGI:1349393],ENSMUSG00000033020,ENSG00000100142,ENSMUSP00000155332,P61218,P61218;F8WC47;U3KQB0;U3KPY1;B0QYL8;U3KQS8;B0QYL9,RPAB2_HUMAN,P61219,P61219;A0A2U3TZ54;A0A2R8VHS7,RPAB2_MOUSE
ANAPC4,Anapc4,87486.52851,84776.01332,87177.18464,93925.84831,89914.08373,90639.87901,52559.8763,52154.07883,49653.97329,35757.26427,33648.70044,39233.41031,42324.40578,39761.57394,37583.93444,38115.95788,37374.0931,40820.61556,anaphase promoting complex subunit 4 [Source:MGI Symbol;Acc:MGI:1098673],ENSMUSG00000029176,ENSG00000053900,ENSMUSP00000031072,Q9UJX5,Q9UJX5,APC4_HUMAN,Q91W96,Q91W96,APC4_MOUSE
CHP1,Chp1,76140.03862,82787.47518,89670.73786,93985.69112,91115.57778,89097.44453,70463.91476,67263.76593,65744.53232,152159.3752,169747.1162,145928.1962,179019.6919,170012.2175,177633.1458,186471.218,170728.4118,171757.6334,calcineurin-like EF hand protein 1 [Source:MGI Symbol;Acc:MGI:1927185],ENSMUSG00000014077,ENSG00000187446,ENSMUSP00000014221,Q99653,Q99653;F5GX29;H0YLY7;H0YKE7;H0YNG9,CHP1_HUMAN,P61022,P61022;B0R091;B0R092,CHP1_MOUSE
CHMP2B,Chmp2b,73270.36953,81064.26675,80424.88103,93998.13426,95783.7607,102281.038,65521.59221,58356.18468,51434.78532,108033.591,112409.1337,98659.65468,119214.2594,134061.9596,138214.386,120000.1411,118904.6847,127548.2903,charged multivesicular body protein 2B [Source:MGI Symbol;Acc:MGI:1916192],ENSMUSG00000004843,ENSG00000083937,ENSMUSP00000156381,Q9UQN3,Q9UQN3;A0A087WW88;C9J0A7,CHM2B_HUMAN,Q8BJF9,Q8BJF9;A0A338P7L8,CHM2B_MOUSE
UXT,Uxt,130427.7728,101474.4118,96754.19598,94013.31784,104170.0658,114136.3276,58562.3905,73584.77276,66248.68557,112359.0591,111554.5128,116420.2825,127942.7006,119128.0104,121655.6317,116376.8459,111674.848,120655.5777,ubiquitously expressed prefoldin like chaperone [Source:MGI Symbol;Acc:MGI:1277988],ENSMUSG00000001134,ENSG00000126756,,Q9UBK9,Q9UBK9;S4R2Z4,UXT_HUMAN,Q9WTZ0,Q9WTZ0,UXT_MOUSE
AP2B1,Ap2b1,77247.75501,80215.93991,77781.51593,94060.17766,92673.45035,93960.53996,53421.65816,55775.60849,53593.02612,110586.7509,121781.3117,110719.6568,136502.0098,134453.9272,134356.4059,128854.2695,137156.2934,135157.4764,"adaptor-related protein complex 2, beta 1 subunit [Source:MGI Symbol;Acc:MGI:1919020]",ENSMUSG00000035152,ENSG00000006125,ENSMUSP00000134798,P63010,P63010;A0A087WU93;A0A087X253;A0A087WYD1;A0A087WZQ6;K7EJ01,AP2B1_HUMAN,Q9DBG3,Q9DBG3;H3BKM0;H3BIY9,AP2B1_MOUSE
MAP1B,Map1b,80535.16214,86706.02948,84275.07536,94070.92179,88368.45342,91340.09392,62768.94671,62429.53104,57986.02453,165887.814,178966.751,166090.0831,199878.7451,199943.6993,195489.8588,190312.6829,194010.7033,197128.0863,microtubule-associated protein 1B [Source:MGI Symbol;Acc:MGI:1306778],ENSMUSG00000052727,ENSG00000131711,ENSMUSP00000068374,P46821,P46821,MAP1B_HUMAN,P14873,P14873,MAP1B_MOUSE
GLIPR2,Glipr2,79624.81236,71597.4747,79786.42681,94194.44093,77178.80795,81927.67161,58972.27241,57990.72402,55891.11687,198257.9961,255005.047,233931.0724,288691.7244,295229.6519,300852.1043,248216.249,265290.2809,298844.2165,GLI pathogenesis-related 2 [Source:MGI Symbol;Acc:MGI:1917770],ENSMUSG00000028480,ENSG00000122694,ENSMUSP00000030202,Q9H4G4,Q9H4G4,GAPR1_HUMAN,Q9CYL5,Q9CYL5,GAPR1_MOUSE
MRPS2,Mrps2,70552.51409,80858.51858,80987.79523,94240.86675,87757.21482,85313.2164,54949.87086,55427.86685,44676.84084,51421.63562,57577.30299,57037.47519,63238.43901,66374.59533,63522.09965,60469.05283,60461.83686,58280.24302,mitochondrial ribosomal protein S2 [Source:MGI Symbol;Acc:MGI:2153089],ENSMUSG00000035772,ENSG00000122140,ENSMUSP00000036725,Q9Y399,Q9Y399,RT02_HUMAN,Q924T2,Q924T2,RT02_MOUSE
SMYD5,Smyd5,93845.58174,83401.65014,86767.27318,94368.32974,95769.7918,84032.1484,50038.79556,53740.03753,43769.04715,34321.2475,38702.0725,32252.27258,38495.17558,39752.26087,31104.67559,36392.21716,43582.75712,39446.54885,SET and MYND domain containing 5 [Source:MGI Symbol;Acc:MGI:108048],ENSMUSG00000033706,ENSG00000135632,ENSMUSP00000048537,Q6GMV2,Q6GMV2,SMYD5_HUMAN,Q3TYX3,Q3TYX3,SMYD5_MOUSE
PIH1D1,Pih1d1,77838.44082,70841.90716,75673.06887,94401.97042,80557.98027,83970.03876,51581.55545,50146.96553,48511.11192,61799.5155,70697.38017,60182.66453,69294.1984,75878.15629,73827.98479,62692.52309,75373.26789,77210.6748,PIH1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1916095],ENSMUSG00000003423,ENSG00000104872,ENSMUSP00000148186,Q9NWS0,Q9NWS0;M0QYF4;M0R3A4;M0QYA2;M0QXD5;M0R2P8,PIHD1_HUMAN,Q9CQJ2,Q9CQJ2,PIHD1_MOUSE
FASTKD3,Fastkd3,0,0,0,94454.66605,90623.62604,0,63736.14423,0,0,3355.993396,5490.878975,4435.47125,7636.996371,7010.589137,4177.475288,5415.726828,6358.547095,5746.852874,FAST kinase domains 3 [Source:MGI Symbol;Acc:MGI:1916827],ENSMUSG00000021532,ENSG00000124279,ENSMUSP00000152488,Q14CZ7,Q14CZ7;D6RAR6,FAKD3_HUMAN,Q8BSN9,Q8BSN9,FAKD3_MOUSE
CCDC134,Ccdc134,61655.26316,85560.1304,73849.28628,94697.63748,90134.49277,87518.51615,60433.20392,58880.18828,55116.29771,73723.8211,78308.25802,72456.71897,82495.23279,88392.30312,86575.11945,82275.28238,92819.79086,83273.17807,coiled-coil domain containing 134 [Source:MGI Symbol;Acc:MGI:1923707],ENSMUSG00000068114,ENSG00000100147,ENSMUSP00000086578,Q9H6E4,Q9H6E4,CC134_HUMAN,Q8C7V8,Q8C7V8,CC134_MOUSE
CBX2,Cbx2,75632.74851,81002.7753,85338.04377,94769.26178,93089.23683,102400.3946,63641.35388,66781.44082,62735.08644,62431.96991,63837.93187,61366.71722,65763.00987,71587.73261,67025.77862,72575.28399,63117.5267,72341.36065,chromobox 2 [Source:MGI Symbol;Acc:MGI:88289],ENSMUSG00000025577,ENSG00000173894,,Q14781,Q14781,CBX2_HUMAN,P30658,P30658,CBX2_MOUSE
FARSA,Farsa,83333.86683,89933.90643,87717.42753,94801.82806,95281.06952,97109.71958,61938.71852,64303.08225,60112.87471,262665.1001,284771.2756,261355.9002,288522.6528,282618.368,283467.6675,267839.6128,296020.6362,290652.1574,"phenylalanyl-tRNA synthetase, alpha subunit [Source:MGI Symbol;Acc:MGI:1913840]",ENSMUSG00000003808,ENSG00000179115,ENSMUSP00000003906,Q9Y285,Q9Y285;K7ER00,SYFA_HUMAN,Q8C0C7,Q8C0C7;E9PWY9,SYFA_MOUSE
CNOT9,Cnot9,72451.92143,78647.12887,77230.92794,95026.1861,88976.49216,85706.79431,50017.2097,54715.22523,56277.56513,46108.73151,52046.5433,46538.8248,56064.3572,57104.70337,57253.0338,49033.96137,61672.02749,64920.88657,"CCR4-NOT transcription complex, subunit 9 [Source:MGI Symbol;Acc:MGI:1928902]",ENSMUSG00000026174,ENSG00000144580,ENSMUSP00000084466,Q92600,Q92600,CNOT9_HUMAN,Q9JKY0,Q9JKY0,CNOT9_MOUSE
TRAPPC1,Trappc1,84656.0903,75629.57117,78050.15554,95085.56897,88304.70753,90314.70189,51736.37406,52758.54147,48246.15576,70755.68605,106446.4269,81997.47021,127526.2893,114209.5297,114209.458,94310.90243,106765.8132,89114.83879,trafficking protein particle complex 1 [Source:MGI Symbol;Acc:MGI:1098727],ENSMUSG00000049299,ENSG00000170043,ENSMUSP00000099662,Q9Y5R8,Q9Y5R8;I3L1R8;I3L3V5;I3L3S0,TPPC1_HUMAN,Q5NCF2,Q5NCF2;B1ASW6;B1ASW5,TPPC1_MOUSE
LSS,Lss,95962.04784,91527.16376,87354.13425,95250.63273,94728.12341,96776.85962,57034.39164,56023.21821,53326.18858,131433.8692,141134.6839,129277.4419,154645.2934,152386.0851,148687.1021,144690.576,143824.3513,148131.6897,lanosterol synthase [Source:MGI Symbol;Acc:MGI:1336155],ENSMUSG00000033105,ENSG00000160285,,P48449,P48449;A0A0G2JQD0,LSS_HUMAN,Q8BLN5,Q8BLN5,LSS_MOUSE
MAZ,Maz,95552.88492,76252.5517,67562.74496,95367.77857,71887.84865,74239.49148,46597.75704,48766.55953,48081.99822,20856.85953,28143.10882,25503.77782,25432.17647,26519.76286,29609.75274,22966.46095,23691.89708,24081.5881,MYC-associated zinc finger protein (purine-binding transcription factor) [Source:MGI Symbol;Acc:MGI:1338823],ENSMUSG00000030678,ENSG00000103495,ENSMUSP00000145619,P56270,P56270;H3BQI4;I3L4Y2;I3L2Z5;I3L411;H3BPU3;A0A087WWR2;H3BQS2;I3L0M3,MAZ_HUMAN,P56671,P56671;F8VPK3;A0A0U1RPH5;A0A0U1RNL9;A0A0U1RNL1,MAZ_MOUSE
CTSZ,Ctsz,81545.30917,87727.37431,81946.73966,95397.5036,104154.9608,105065.0705,70035.38076,73493.89468,67464.87542,38456.50239,32815.43126,34164.77494,40708.60986,43689.18847,42137.39225,43004.42257,38956.21428,33963.39295,cathepsin Z [Source:MGI Symbol;Acc:MGI:1891190],ENSMUSG00000016256,ENSG00000101160,ENSMUSP00000016400,Q9UBR2,Q9UBR2,CATZ_HUMAN,Q9WUU7,Q9WUU7,CATZ_MOUSE
TMEM70,Tmem70,54029.83255,69786.868,0,95415.86089,0,64761.70308,0,39814.8437,0,77128.62006,75636.8452,83327.72027,89594.15064,86329.43544,101421.0932,90968.71304,98979.40837,89137.95115,transmembrane protein 70 [Source:MGI Symbol;Acc:MGI:1915068],ENSMUSG00000025940,ENSG00000175606,ENSMUSP00000135483,Q9BUB7,Q9BUB7,TMM70_HUMAN,Q921N7,Q921N7;A0A0R4J272,TMM70_MOUSE
MED28,Med28,104931.217,89432.43797,89732.47884,95505.76599,95232.31155,107350.9087,52732.36141,52394.13906,50586.83366,65196.10873,71665.03971,57660.45426,63541.77105,78258.55618,81607.9967,75348.97886,76977.01243,82285.39502,mediator complex subunit 28 [Source:MGI Symbol;Acc:MGI:1914249],ENSMUSG00000015804,ENSG00000118579,ENSMUSP00000115882,Q9H204,Q9H204;H0YAA8,MED28_HUMAN,Q920D3,Q920D3,MED28_MOUSE
UBLCP1,Ublcp1,85513.2737,71604.61789,77307.83552,95513.21011,90468.36973,91458.3467,51389.92797,52256.57119,50259.85106,95893.17015,121047.1543,98861.69871,114754.9152,106997.965,102540.0954,97676.28064,116405.7818,119917.992,ubiquitin-like domain containing CTD phosphatase 1 [Source:MGI Symbol;Acc:MGI:1933105],ENSMUSG00000041231,ENSG00000164332,ENSMUSP00000099859,Q8WVY7,Q8WVY7,UBCP1_HUMAN,Q8BGR9,Q8BGR9,UBCP1_MOUSE
S100A11,S100a11,116597.3892,93228.7602,99150.20223,95752.71678,98468.98374,78740.78085,58722.42156,53086.79686,42502.46857,371918.2044,382793.9822,357583.7501,409235.6765,400425.0937,426186.0958,391725.8662,338973.4622,488368.0906,S100 calcium binding protein A11 [Source:MGI Symbol;Acc:MGI:1338798],ENSMUSG00000027907,ENSG00000163191,ENSMUSP00000029515,P31949,P31949,S10AB_HUMAN,P50543,P50543,S10AB_MOUSE
CYBC1,Cybc1,95334.50653,87794.05254,81363.28097,95859.00516,86570.16057,91103.18597,46968.54903,46522.79738,41814.02925,22427.99546,27610.16597,24957.70077,31772.38948,37218.37769,34171.92649,36111.28268,31133.59381,34518.15658,cytochrome b 245 chaperone 1 [Source:MGI Symbol;Acc:MGI:2384959],ENSMUSG00000039294,ENSG00000178927,ENSMUSP00000101721,Q9BQA9,Q9BQA9;J3QQQ4;J3KSJ5;J3QRG5;J3KTF4;H0Y2X1,CYBC1_HUMAN,Q3TYS2,Q3TYS2,CYBC1_MOUSE
RHEB,Rheb,68255.96515,86841.11267,80289.21241,95913.48525,95384.50477,105259.6183,68919.39475,63737.76386,62735.25824,250719.6398,272597.9313,255857.4476,324686.9545,310536.9357,280094.4209,267154.4441,307454.8591,302195.4234,Ras homolog enriched in brain [Source:MGI Symbol;Acc:MGI:97912],ENSMUSG00000028945,ENSG00000106615,ENSMUSP00000030787,Q15382,Q15382;C9J469;C9J931,RHEB_HUMAN,Q921J2,Q921J2,RHEB_MOUSE
PSME3IP1,Psme3ip1,78129.42902,81896.72426,81302.44977,95919.54864,93067.91335,89037.38864,55981.78689,61209.42442,54444.46199,51972.45023,57627.79151,47346.82647,57713.97037,61215.74216,57626.61022,52724.68189,45540.24227,49843.53372,proteasome activator subunit 3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1919637],ENSMUSG00000031774,ENSG00000172775,ENSMUSP00000034226,Q9GZU8,Q9GZU8;H3BTI2;H3BUL4;H3BSY6;H3BTP8;H3BSF0;H3BMX9;Q6P4H7;H3BQQ6;H3BP64,PIP30_HUMAN,Q91WE2,Q91WE2;A0A1D5RM67;A0A1D5RLU2,PIP30_MOUSE
RAB8B,Rab8b,107057.9443,100921.8381,90304.7094,95972.36735,110120.2536,105282.4231,67795.98512,73766.4718,70411.55951,207457.2828,232716.3184,208049.7109,254696.4301,233855.1275,226757.0143,219519.7357,195418.1215,261750.9483,"RAB8B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442982]",ENSMUSG00000036943,ENSG00000166128,ENSMUSP00000041857,Q92930,Q92930;H0YNE9,RAB8B_HUMAN,P61028,P61028,RAB8B_MOUSE
LARP1,Larp1,97096.89907,93390.98385,89437.53711,96034.48408,101249.9324,98575.58114,69999.43645,65181.66591,63807.99782,69204.03189,72289.41808,70122.97066,83410.49442,82032.5067,82010.04328,76039.45376,79223.4644,80317.0181,"La ribonucleoprotein domain family, member 1 [Source:MGI Symbol;Acc:MGI:1890165]",ENSMUSG00000037331,ENSG00000155506,ENSMUSP00000071421,Q6PKG0,Q6PKG0,LARP1_HUMAN,Q6ZQ58,Q6ZQ58;Z4YJT3,LARP1_MOUSE
DNAJB1,Dnajb1,71498.01557,83968.61832,83979.05625,96169.07016,93181.44512,100962.3221,66554.39071,67051.86687,61184.12877,216722.6164,238657.0837,233124.6213,251737.8099,261217.4061,258363.225,246178.2246,254076.6176,274478.7909,DnaJ heat shock protein family (Hsp40) member B1 [Source:MGI Symbol;Acc:MGI:1931874],ENSMUSG00000005483,ENSG00000132002,ENSMUSP00000005620,P25685,P25685,DNJB1_HUMAN,Q9QYJ3,Q9QYJ3;Q3TYL7,DNJB1_MOUSE
GNA11,Gna11,101600.1451,85767.94805,85397.88461,96185.67663,88106.28115,98738.81921,61084.00168,58979.85065,58171.52235,53315.7818,58257.24753,55169.89175,71719.36694,65663.59864,64294.97311,59578.09825,69269.31688,65167.20839,"guanine nucleotide binding protein, alpha 11 [Source:MGI Symbol;Acc:MGI:95766]",ENSMUSG00000034781,ENSG00000088256,ENSMUSP00000043190,P29992,P29992;K7EL62,GNA11_HUMAN,P21278,P21278,GNA11_MOUSE
NOB1,Nob1,87084.73908,80920.73058,82624.607,96407.08475,90552.9702,93646.89086,61231.28316,63533.88849,60795.19884,49331.01483,64010.03708,56563.16884,61374.07057,48066.54987,55432.77389,45265.27196,62954.35074,66336.83395,NIN1/RPN12 binding protein 1 homolog [Source:MGI Symbol;Acc:MGI:1914869],ENSMUSG00000003848,ENSG00000141101,,Q9ULX3,Q9ULX3,NOB1_HUMAN,Q8BW10,Q8BW10,NOB1_MOUSE
ATP6V1H,Atp6v1h,93441.07581,82504.25237,82999.1274,96416.73299,92884.38222,92290.73172,60111.40628,57359.66163,54116.08106,99015.33678,107820.5865,93458.12996,115133.4631,121577.5611,115560.4396,111304.063,114888.2054,121368.2025,"ATPase, H+ transporting, lysosomal V1 subunit H [Source:MGI Symbol;Acc:MGI:1914864]",ENSMUSG00000033793,ENSG00000047249,ENSMUSP00000141636,Q9UI12,Q9UI12;G3V126,VATH_HUMAN,Q8BVE3,Q8BVE3;A0A0A6YWP6;A0A0A6YX18,VATH_MOUSE
FAF1,Faf1,85517.46814,92587.40507,91382.68291,96547.612,98767.95043,101147.9745,65511.16159,66407.46832,61033.72145,39532.25706,39340.82488,39332.91076,43276.07359,46184.49598,44920.66206,46045.27862,41409.77331,40239.20626,Fas-associated factor 1 [Source:MGI Symbol;Acc:MGI:109419],ENSMUSG00000010517,ENSG00000185104,ENSMUSP00000099785,Q9UNN5,Q9UNN5;B3KT28;B1ANM7,FAF1_HUMAN,P54731,P54731,FAF1_MOUSE
OCIAD1,Ociad1,98057.52141,97135.16397,85304.47145,96655.73761,104765.6594,95830.03364,74352.10517,71636.29637,65842.85818,141277.8834,132536.3805,147226.1883,159973.939,167136.5003,172791.698,155642.5527,148065.1019,154364.4717,OCIA domain containing 1 [Source:MGI Symbol;Acc:MGI:1915345],ENSMUSG00000029152,ENSG00000109180,ENSMUSP00000069412,Q9NX40,Q9NX40;D6RG39;D6RF07;D6R918;D6RIT9;D6RC55;D6RDI5;D6RBC5;D6RA54,OCAD1_HUMAN,Q9CRD0,Q9CRD0;A0A0J9YUB6,OCAD1_MOUSE
RBM22,Rbm22,98547.48651,94367.44371,91900.94354,96729.78803,99893.87954,97958.29029,64134.9691,62182.96003,63936.66332,86795.91261,90670.61278,83250.40583,94983.4636,104727.9303,98968.76836,91871.64603,103052.5,97081.4371,RNA binding motif protein 22 [Source:MGI Symbol;Acc:MGI:1914060],ENSMUSG00000024604,ENSG00000086589,ENSMUSP00000025506,Q9NW64,Q9NW64,RBM22_HUMAN,Q8BHS3,Q8BHS3,RBM22_MOUSE
VPS28,Vps28,96021.03735,82199.62352,84329.87893,96874.19876,91840.28019,90094.69596,47723.80787,49474.14332,40697.01833,107896.0583,114543.2649,104499.1584,124182.6932,123728.4857,137175.5073,120407.0844,112273.1397,120247.3256,vacuolar protein sorting 28 [Source:MGI Symbol;Acc:MGI:1914164],ENSMUSG00000115987,ENSG00000160948,,Q9UK41,Q9UK41;E9PR04;E9PM90;E9PQR7,VPS28_HUMAN,Q9D1C8,Q9D1C8,VPS28_MOUSE
CDC16,Cdc16,100651.224,91632.54325,87695.16274,96921.04627,95517.04078,102050.6045,53074.58657,52521.57493,50363.6655,31988.27905,35787.55318,32236.33803,39483.69412,41019.7194,37244.44265,36745.07294,38879.77925,39754.71132,CDC16 cell division cycle 16 [Source:MGI Symbol;Acc:MGI:1917207],ENSMUSG00000038416,ENSG00000130177,ENSMUSP00000147399,Q13042,Q13042;A0A3B3ISD2;Q5T8C6,CDC16_HUMAN,Q8R349,Q8R349,CDC16_MOUSE
ACTR1A,Actr1a,136117.1317,111262.2392,95396.18094,97073.40205,104651.4252,97382.92025,65839.35652,64799.32193,65825.4502,188763.4635,194278.9621,184521.9423,224832.015,214370.1537,203745.506,197943.1008,179764.5506,216481.519,"ARP1 actin-related protein 1A, centractin alpha [Source:MGI Symbol;Acc:MGI:1858964]",ENSMUSG00000025228,ENSG00000138107,ENSMUSP00000039844,P61163,P61163;R4GMT0;A0A1B0GVS3,ACTZ_HUMAN,P61164,P61164;A0A494BB86,ACTZ_MOUSE
